Year,Filename,Topic,Paragraph_Length,Theme,Topic Interpretation,Group
2022,doc_AY2022_101_para_2812_19675.txt,7,99,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_101_para_2812_19676.txt,7,144,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_101_para_2812_19681.txt,7,166,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_101_para_2812_19682.txt,7,134,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_102_para_2813_19688.txt,17,173,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2022,doc_AY2022_102_para_2813_19689.txt,17,109,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2022,doc_AY2022_105_para_2816_19704.txt,14,125,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2022,doc_AY2022_105_para_2816_19705.txt,10,107,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2022,doc_AY2022_105_para_2816_19706.txt,10,86,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2022,doc_AY2022_105_para_2816_19707.txt,12,226,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2022,doc_AY2022_122_para_2831_19800.txt,11,119,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_122_para_2831_19801.txt,7,138,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_122_para_2831_19806.txt,2,108,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2022,doc_AY2022_123_para_2832_19809.txt,1,182,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_123_para_2832_19810.txt,1,189,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_125_para_2834_19825.txt,8,125,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2022,doc_AY2022_129_para_2838_19851.txt,0,127,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_129_para_2838_19852.txt,0,135,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_129_para_2838_19855.txt,7,179,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_129_para_2838_19856.txt,0,73,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_131_para_2840_19866.txt,9,131,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_131_para_2840_19867.txt,9,101,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_131_para_2840_19868.txt,9,188,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_131_para_2840_19869.txt,9,160,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_133_para_2842_19879.txt,1,162,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_133_para_2842_19880.txt,11,111,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_134_para_2843_19883.txt,11,175,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_136_para_2845_19896.txt,11,151,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_136_para_2845_19898.txt,7,323,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_136_para_2845_19899.txt,7,140,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_136_para_2845_19900.txt,7,197,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_136_para_2845_19901.txt,7,154,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_137_para_2846_19902.txt,11,101,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_137_para_2846_19903.txt,19,238,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2022,doc_AY2022_137_para_2846_19904.txt,13,107,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2022,doc_AY2022_144_para_2853_19963.txt,1,62,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_158_para_2864_20034.txt,2,120,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2022,doc_AY2022_181_para_2886_20199.txt,13,140,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2022,doc_AY2022_184_para_2889_20214.txt,0,141,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_184_para_2889_20215.txt,0,99,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_188_para_2893_20249.txt,0,57,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_191_para_2896_20271.txt,0,186,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_199_para_2901_20294.txt,13,112,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2022,doc_AY2022_206_para_2908_20341.txt,5,130,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2022,doc_AY2022_206_para_2908_20342.txt,5,121,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2022,doc_AY2022_206_para_2908_20343.txt,5,86,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2022,doc_AY2022_218_para_2919_20414.txt,7,154,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_218_para_2919_20417.txt,7,124,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_219_para_2920_20420.txt,11,178,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_219_para_2920_20422.txt,7,153,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_219_para_2920_20423.txt,11,116,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_219_para_2920_20424.txt,7,85,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_219_para_2920_20425.txt,19,88,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2022,doc_AY2022_233_para_2932_20505.txt,3,128,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2022,doc_AY2022_233_para_2932_20507.txt,3,284,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2022,doc_AY2022_233_para_2932_20509.txt,3,169,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2022,doc_AY2022_235_para_2934_20518.txt,13,113,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2022,doc_AY2022_238_para_2937_20536.txt,9,107,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_238_para_2937_20537.txt,9,80,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_238_para_2937_20538.txt,9,116,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_238_para_2937_20539.txt,9,118,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_238_para_2937_20540.txt,0,41,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_238_para_2937_20541.txt,9,81,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_238_para_2937_20542.txt,9,99,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_238_para_2937_20543.txt,9,108,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2022,doc_AY2022_240_para_2939_20550.txt,1,199,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_240_para_2939_20551.txt,1,171,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_240_para_2939_20552.txt,1,123,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_248_para_2947_20605.txt,2,116,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2023,doc_AY2023_005_para_2953_20649.txt,5,188,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2023,doc_AY2023_013_para_2961_20707.txt,1,98,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2023,doc_AY2023_019_para_2967_20733.txt,18,113,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2023,doc_AY2023_019_para_2967_20734.txt,18,144,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2023,doc_AY2023_019_para_2967_20735.txt,18,123,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2023,doc_AY2023_020_para_2968_20740.txt,14,112,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2023,doc_AY2023_020_para_2968_20741.txt,19,177,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2023,doc_AY2023_020_para_2968_20742.txt,3,130,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2023,doc_AY2023_020_para_2968_20743.txt,9,159,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2023,doc_AY2023_020_para_2968_20744.txt,14,151,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2023,doc_AY2023_020_para_2968_20745.txt,3,130,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2023,doc_AY2023_020_para_2968_20746.txt,13,76,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2023,doc_AY2023_022_para_2970_20757.txt,17,35,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2023,doc_AY2023_026_para_2974_20780.txt,0,145,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2023,doc_AY2023_026_para_2974_20781.txt,1,173,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2023,doc_AY2023_026_para_2974_20782.txt,0,174,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2023,doc_AY2023_026_para_2974_20785.txt,0,143,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2023,doc_AY2023_030_para_2978_20813.txt,18,72,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2023,doc_AY2023_038_para_2986_20875.txt,2,87,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2023,doc_AY2023_040_para_2988_20891.txt,20,141,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2023,doc_AY2023_040_para_2988_20892.txt,1,230,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2023,doc_AY2023_045_para_2993_20926.txt,1,98,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2023,doc_AY2023_045_para_2993_20929.txt,11,96,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2023,doc_AY2023_050_para_2998_20969.txt,11,94,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2023,doc_AY2023_050_para_2998_20970.txt,15,107,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2023,doc_AY2023_050_para_2998_20971.txt,15,150,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2023,doc_AY2023_050_para_2998_20972.txt,15,175,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2023,doc_AY2023_056_para_3004_21002.txt,11,138,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2023,doc_AY2023_056_para_3004_21003.txt,20,182,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2023,doc_AY2023_056_para_3004_21004.txt,20,183,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2023,doc_AY2023_056_para_3004_21005.txt,9,145,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2023,doc_AY2023_056_para_3004_21006.txt,20,149,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2023,doc_AY2023_058_para_3006_21015.txt,6,94,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2023,doc_AY2023_058_para_3006_21017.txt,6,196,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2023,doc_AY2023_058_para_3006_21018.txt,20,110,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2023,doc_AY2023_058_para_3006_21019.txt,-1,109,Outlier,Outliers,G0
2023,doc_AY2023_058_para_3006_21020.txt,19,127,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2023,doc_AY2023_058_para_3006_21021.txt,6,39,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2023,doc_AY2023_068_para_3016_21095.txt,13,123,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2023,doc_AY2023_087_para_3035_21230.txt,6,156,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2023,doc_AY2023_089_para_3037_21245.txt,1,153,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2023,doc_AY2023_093_para_3041_21268.txt,9,119,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2023,doc_AY2023_093_para_3041_21270.txt,18,189,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2023,doc_AY2023_093_para_3041_21271.txt,18,159,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2023,doc_AY2023_093_para_3041_21272.txt,9,115,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2023,doc_AY2023_093_para_3041_21273.txt,9,120,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2023,doc_AY2023_093_para_3041_21274.txt,9,115,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2023,doc_AY2023_093_para_3041_21275.txt,9,167,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2023,doc_AY2023_093_para_3041_21276.txt,9,117,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
